mtt,mu_pt,mu_abseta,weight,pileup
925.5785596096139,133.69164,0.2772827,303.358,15.0
1535.1211168883071,160.27132,0.67541504,303.358,27.0
1686.7144021151703,91.960106,0.9259033,303.358,27.0
1471.9640520637306,57.73408,1.7773438,303.358,22.0
1447.1340486047534,87.9355,0.62609863,303.358,24.0
1526.5484202800321,128.94557,0.5579834,303.358,31.0
1051.9758523325333,56.231773,0.9992676,303.358,16.0
534.6761932376755,80.54217,0.23828125,303.358,27.0
1776.975419879399,114.94254,0.11590576,-303.358,23.0
1237.8415742006907,195.49135,0.6711426,303.358,20.0
1715.7838416602435,129.77246,2.0629883,303.358,16.0
1103.8585449499549,59.09305,0.34155273,303.358,15.0
1363.276163060539,151.72168,0.6134033,303.358,19.0
1355.6535534496784,93.25699,0.319458,303.358,32.0
565.2454970551229,124.44199,0.64208984,303.358,27.0
531.4282781766279,150.22815,0.49188232,303.358,14.0
1669.6910157866,90.48186,0.26519775,303.358,19.0
1785.3983332619798,127.93499,0.7265625,303.358,23.0
1151.2077740980403,269.788,0.7207031,303.358,27.0
1560.582414622175,258.03705,0.6779785,303.358,22.0
1752.4382961811918,116.08475,1.3654785,303.358,21.0
773.8388286598527,98.37402,0.6833496,303.358,30.0
513.7956861891588,161.368,0.13476562,303.358,33.0
1532.7335866453873,383.3117,1.2619629,303.358,23.0
1479.713402202863,190.3141,1.6398926,303.358,15.0
408.59192584624634,303.34598,0.4099121,303.358,20.0
1031.6471845978965,156.3097,0.38885498,303.358,21.0
1039.2213301768347,160.78899,0.50183105,303.358,21.0
1287.2825003870053,332.50537,1.020752,303.358,24.0
411.83257888033353,181.20953,0.04714203,303.358,24.0
1499.451352507564,147.73738,1.7993164,303.358,16.0
2197.8455109437873,234.18414,0.28771973,303.358,21.0
1203.69698323418,96.439766,0.9902344,303.358,27.0
447.9385149198185,60.102318,0.20965576,303.358,30.0
1250.0336426906322,210.54857,0.5383301,303.358,24.0
1046.6547461673968,129.38817,0.66430664,303.358,38.0
927.6429561255856,140.62213,0.99731445,303.358,16.0
1395.2838135163336,112.505,0.042755127,303.358,11.0
946.2779879710795,154.26468,0.463562,303.358,31.0
1189.4536754833425,59.312656,0.916626,303.358,19.0
1014.066569336596,151.27441,0.41333008,303.358,17.0
2549.5278975418214,233.16266,0.97143555,303.358,25.0
1528.901688429853,212.69028,1.0830078,303.358,21.0
1578.8392243883964,197.70229,0.049209595,-303.358,21.0
1240.4041319879766,55.830048,0.13412476,303.358,20.0
1150.1793429284603,99.911766,0.11784363,303.358,24.0
433.14125112348137,266.34686,0.3125,303.358,21.0
1265.1891761677018,253.06638,0.18966675,303.358,16.0
683.9303755980211,92.499916,1.0805664,303.358,13.0
1225.981964924983,81.283844,0.6855469,303.358,19.0
937.8190105592375,60.2886,0.89294434,303.358,23.0
1564.4008057971982,162.11246,1.8933105,303.358,16.0
1079.774481137452,162.50993,0.07084656,303.358,39.0
531.6353208514629,88.545784,1.0339355,303.358,14.0
456.01252060395126,210.94626,0.37597656,303.358,17.0
492.9245343193264,105.453545,0.05672455,303.358,25.0
1433.2591962778356,151.55966,0.741333,303.358,26.0
1172.4521278486172,227.29962,0.018993378,303.358,13.0
1430.6815592875203,122.10309,0.9852295,303.358,15.0
730.2519184494286,64.654236,1.6035156,303.358,20.0
1356.459847707488,168.80577,0.98254395,303.358,23.0
1859.9449792514276,69.202,0.76416016,303.358,22.0
1857.2159431215866,78.85148,0.59814453,303.358,26.0
1628.2461629265817,193.45795,0.07147217,303.358,22.0
1188.9051852772634,130.96562,1.8786621,303.358,16.0
1552.9782445849237,191.83295,0.25830078,303.358,11.0
796.1435069809734,60.415424,1.817627,303.358,13.0
532.04432589088,64.996346,1.0124512,303.358,34.0
2053.2815265289573,172.78984,0.44555664,303.358,12.0
1469.8035024602198,160.56339,1.2993164,303.358,25.0
654.2790085874022,176.91753,0.03151703,303.358,18.0
1088.5180899036504,327.45065,0.8562012,303.358,27.0
1031.635006642492,184.99414,0.66516113,303.358,9.0
910.8535678764257,103.02092,0.0099105835,303.358,8.0
417.92741494553417,161.56741,0.54577637,303.358,17.0
1531.117677509242,168.5118,0.046035767,-303.358,23.0
1213.913481617418,104.00239,1.6987305,303.358,22.0
1391.7729920741485,119.79605,1.0981445,303.358,20.0
1582.3646821183333,227.44315,0.63220215,303.358,30.0
1350.5753960787686,261.72775,1.9306641,303.358,15.0
1162.8864308812736,161.21391,0.6804199,303.358,25.0
1320.042924135126,72.99285,1.8249512,303.358,32.0
762.0144397473154,103.51377,0.16549683,303.358,19.0
515.5059585791962,108.8884,1.0959473,303.358,32.0
1595.1479426795436,368.28073,0.25048828,303.358,12.0
1576.4050589348308,111.83304,0.09542847,303.358,22.0
1280.2185795150933,96.33376,0.27215576,303.358,32.0
1921.2170480457971,275.98105,0.49627686,303.358,25.0
1250.553387587046,182.97302,0.94470215,303.358,33.0
1378.7982564597648,55.633587,0.58618164,303.358,23.0
1631.8308858665046,140.66011,0.0771637,303.358,28.0
2423.522448725321,82.953545,1.0341797,303.358,13.0
864.458288852042,141.69164,0.09777832,303.358,27.0
869.3992372852987,80.44194,1.3249512,303.358,26.0
1303.23249466835,163.93568,1.0524902,303.358,32.0
1537.4656154021634,430.94342,0.057380676,303.358,21.0
1038.2321208008732,175.40053,1.234375,303.358,20.0
1026.18898491821,144.8507,0.3684082,303.358,32.0
2301.137013943707,139.77249,0.022865295,-303.358,15.0
1479.139643842979,124.03473,1.5097656,303.358,9.0
1296.1162389455983,291.9225,0.6772461,303.358,18.0
1985.5392584183357,191.26053,0.65478516,303.358,21.0
2505.1015030686704,170.86772,1.3012695,303.358,13.0
1194.5189976047523,109.25782,0.7180176,303.358,23.0
1112.6231215576358,178.12846,0.12246704,303.358,13.0
1595.3589059039484,113.1637,0.52441406,303.358,26.0
1190.980869241405,236.6154,0.5025635,303.358,20.0
971.8358929562745,61.536087,0.14465332,303.358,26.0
1245.4248028914617,131.63698,0.67297363,303.358,23.0
2275.2002385248497,613.1983,1.8615723,303.358,20.0
1634.8932522499542,135.24103,0.38586426,303.358,30.0
2026.3759264127655,317.36844,0.36517334,303.358,22.0
2863.4593680559005,268.57294,0.630249,-303.358,22.0
1217.5997041272635,114.7464,0.15090942,303.358,15.0
1117.1681739127896,120.91552,0.22277832,303.358,37.0
1214.8179886189716,226.78229,0.6248779,303.358,30.0
2217.366430536269,249.31914,0.5079346,303.358,22.0
1831.7046214524112,92.11965,0.07196045,303.358,18.0
905.2633148194705,84.92806,1.6391602,303.358,12.0
965.5379990369102,209.87593,1.0351562,303.358,14.0
1275.19114428082,170.31401,0.84716797,303.358,30.0
1141.9508990757474,82.29012,0.4083252,303.358,24.0
1412.3837162430173,154.73164,0.7186279,303.358,25.0
1488.1325765019235,72.237335,0.6887207,303.358,15.0
1846.9339171975816,66.41271,0.34033203,303.358,18.0
1347.6877683672687,142.9928,0.26843262,303.358,29.0
953.6525668201624,212.50264,0.9187012,303.358,18.0
1689.3835685536926,287.17065,0.18618774,303.358,24.0
957.8185614102913,80.72831,0.22592163,303.358,15.0
1298.7042005275987,361.43216,0.3508911,303.358,42.0
1499.102654396413,198.0262,0.4029541,303.358,13.0
1223.569680977864,152.17946,0.024459839,303.358,11.0
616.377922962792,77.5259,0.5028076,303.358,18.0
1786.8574837355357,234.44072,0.88183594,303.358,32.0
2130.094856665604,172.22534,0.05782318,-303.358,23.0
999.0423594768915,219.8791,0.75061035,303.358,22.0
767.3343562608134,113.35938,0.1845398,303.358,12.0
1351.9652802083601,173.79721,1.4672852,303.358,17.0
1358.557880320117,113.91263,0.98779297,303.358,19.0
1048.1024281085035,55.70516,0.64501953,303.358,19.0
1429.1230164488295,83.43214,1.2080078,303.358,23.0
1060.8289258548493,76.82026,0.6016846,303.358,18.0
861.8587631869335,552.82745,0.61206055,303.358,32.0
850.7921807618368,263.33197,0.09338379,303.358,19.0
1369.8986943565683,107.04851,0.7149658,303.358,20.0
